s,b,c,d
1.492919922,-164.7821045,0.94708252,-1.91607666
0.972167969,167.4056396,0.972290039,10.74131775
6.326171875,-164.2457275,-0.987792969,-10.50410461
130.4912109,3.543457031,68.36785889,0.225326538
-78.49475098,-0.959594727,-57.17510986,0
182.0239258,-1.610168457,124.2116699,-6.940963745
-181.0802002,12.76507568,-106.704895,-5.982925415
144.1547852,0.335449219,35.79681396,-0.230880737
-85.96484375,1.90057373,-34.77233887,-6.651870728
109.2069092,0,42.83728027,5.70161438
-260.4436035,-1.289672852,-92.32958984,6.915878296
-891.5189209,-878.4769287,-199.4663696,-29.21615601
161.2531128,0,2.460601807,-0.951820374
-158.8865356,-1.897453308,0.417114258,-1.897453308
-113.0100708,-0.804969788,-30.90875244,0.168495178
864.6008301,784.7641602,340.44104,71.66790771
128.7966309,0,28.83508301,-6.662704468
-878.6712646,-853.7796631,-194.9487915,-41.34610748
853.8962402,771.6035156,345.3597412,70.53440857
147.0588379,-0.565246582,8.650512695,-12.51852417
-155.9053955,0.55090332,-0.956481934,5.898376465
-108.7641602,1.32611084,-25.95733643,-12.51852417
-861.9161987,-844.7440796,-207.9736023,-43.83033752
134.6433716,0.944122314,21.00817871,0.944122314
841.2437744,754.9191895,344.4794922,69.36010742
153.9924316,-0.942565918,-1.912963867,5.655563354
-158.5321045,-0.371582031,-2.971740723,0.244674683
-122.3857422,-0.942626953,-28.46179199,0
-863.3640137,-845.4014282,-208.874054,-43.92321777
849.0874023,768.4985962,352.6065063,79.50372314
128.6063232,-1.879089355,28.57397461,5.637313843
-858.7111206,-841.4586792,-210.8288269,-48.16036987
845.2674561,763.5686646,346.6915283,74.25115967
-858.5957642,-843.8564453,-210.1132813,-42.44512939
542.2524414,1.201889038,-23.20083618,0.330978394
830.3256836,756.8171997,349.0365601,-38.29226685
370.717041,0.278686523,304.864624,0.733383179
-327.9074707,-1.227539063,-277.2565308,0.220367432
320.213623,1.226013184,417.0621948,-7.736785889
-322.0861816,-0.282714844,-426.0897827,0.207687378
-614.8372803,0.294311523,-1.062194824,-7.116760254
161.6815186,0,0.056274414,0
-153.8435059,0.62878418,-5.801025391,7.773925781
244.697998,1.278564453,72.92956543,-0.20665741
-858.4474487,-842.5010376,-202.3037415,21.2979126
-129.4324646,0,-31.00662231,1.885192871
377.118866,0.728271484,313.3158569,-4.001525879
-332.4814758,-0.944122314,-292.2268066,0.944137573
332.9980469,-0.451148987,424.9512024,-2.463699341
-326.0344238,-49.89003754,-436.6397705,-29.0779953
116.3744812,0.768074036,2.406890869,-1.135475159
-117.2637939,0,0.953369141,0
109.0081177,0,9.10345459,0
-177.486084,0,0.457855225,1.888244629
117.8205566,-0.236991882,-1.331665039,1.706787109
-107.5924683,-0.178436279,-2.38470459,-0.190742493
1557.776489,4.1848526,468.8738403,-0.564865112
124.7536621,0.941070557,13.98962402,0
-1524.096436,-4.943115234,-402.8331299,2.646621704
176.0817261,4.712982178,-2.902435303,1.885192871
-153.8295898,-3.770385742,-2.90246582,0.942596436
108.6386719,1.882141113,2.463775635,-0.941070557
-119.296814,1.882141113,-2.455841064,-0.941070557
118.3261719,-1.882141113,-3.350646973,0.941070557
-118.3277588,-0.941070557,2.386352539,0.941070557
1504.049927,4.165885925,383.5885315,0.37726593
144.3684082,0.941070557,0,-0.941070557
-1480.539551,-3.086273193,-344.8637085,0.641372681
-15.12756348,856.5744019,-3.043304443,25.60350037
-158.0758057,1.586730957,0.95803833,-6.398986816
2.091186523,-845.4302368,-2.148254395,-24.39816284
106.7767944,0,-6.673553467,0
-116.3104248,0.216369629,-3.813446045,0.208694458
117.6463623,0.730300903,0,-0.209213257
-117.6463623,0.218429565,-3.825897217,1.157928467
117.8964844,0.667221069,2.471740723,0.828742981
-105.3839111,-60.44007111,4.79019165,41.87010956
112.0901489,1.717475891,-3.832122803,0.757980347
-113.0482178,-0.77028656,0.95803833,1.139472961
0,110.0522766,1.909851074,1.897445679
3.878479004,-91.2257843,-3.270019531,-2.850814819
0,90.529953,-1.909851074,6.858505249
116.0830078,0,2.309997559,-1.882141113
-109.4586182,0,-0.951812744,1.882141113
171.2755737,-1.712844849,358.8066406,-0.405715942
-144.3399048,0,-364.8970642,1.900543213
116.6898804,-0.38482666,0,1.682090759
-107.1251221,-1.502471924,-1.912963867,3.983146667
-1.919189453,180.6160583,0,-34.47546387
23.03039551,-212.6795959,7.676818848,1.438735962
4.670654297,257.1056519,3.27154541,-35.52922821
1.028320313,-254.2594604,0.546783447,37.42053986
-0.954956055,-74.70664978,0,-4.728271484
0,83.62419128,0,5.901031494
1.985961914,-98.50758362,-1.370330811,-4.735946655
0,98.81604004,0,6.875839233
376.482666,0.94720459,310.0420837,-1.894378662
-333.6275635,-21.78533936,-288.4757996,-15.15501404
0,144.2064514,-1.903625488,-6.641082764
2.203857422,-164.5173492,1.080291748,-0.207672119
390.0279541,-0.772460938,421.6595154,-0.407691956
-330.2885132,-1.118835449,-431.4772949,3.243118286
0,-70.80921936,1.922332764,-5.664733887
160.7371216,-1.332946777,1.495239258,-2.094902039
855.0791016,767.6108398,349.0084229,31.4611969
8.512084961,-125.6130981,-0.876037598,-15.36064148
-155.2016602,1.479248047,-0.958007813,0.224029541
-861.9248047,-852.6889038,-206.3411255,28.17166138
1580.830688,4.922592163,13.97488403,-2.633468628
-1550.674316,-3.991958618,-31.13308716,2.633758545
-120.3195496,-1.609802246,-30.55734253,2.183563232
382.9924316,-0.126731873,306.4917603,-1.11605835
-336.1954346,0.127037048,-285.6003113,1.118003845
336.3115234,0.682136536,423.3276367,-3.176002502
-332.9143066,-0.681251526,-432.1538086,1.297538757
136.4555054,0.810691833,17.88037109,0.756118774
160.241333,-0.129486084,3.770385742,-0.184333801
-152.4973145,0.130439758,-0.947174072,-1.708702087
-121.6343689,0,-33.25939941,0.938041687
131.645752,0.939552307,28.0098877,-0.939552307
-121.2745361,0,-29.60241699,0
72.45968628,0,109.5363464,0
-86.08270264,0.129211426,-132.9499512,1.130241394
81.20080566,1.076400757,122.1700134,0.181510925
70.54891968,0,105.8234253,0
-76.89682007,0.945648193,-124.171051,0
138.9100342,0.948730469,23.52645874,-0.948730469
-125.1818848,0.129844666,-34.1098938,0.183952332
1017.177124,925.5754395,328.295105,37.61407471
134.0687256,-2.7890625,36.0491333,7.425460815
-1096.656494,-1079.643188,-203.2677917,-34.01690674
1045.262451,954.2230225,338.2026367,48.11190796
-126.8099365,-0.029052734,-26.33746338,0.243743896
132.1882324,0,33.13391113,-7.664291382
-1161.153198,-1140.416382,-217.6163635,-36.66229248
-125.2153931,0,-31.06115723,-0.959602356
1093.531006,1005.761597,336.5388184,38.04238892
-1172.934937,-1140.389038,-208.1847229,-31.26446533
147.6256104,0,27.08837891,0
-126.1860352,0.131759644,-28.14916992,2.104293823
373.8487244,0,298.0183716,0
-323.2783203,-0.699813843,-283.82901,0.371559143
322.692749,1.801902771,409.3302307,-2.118713379
-316.4223633,0.265800476,-424.8557739,0.3670578
136.7896118,0.969070435,20.51843262,0.969070435
1125.804199,1044.920532,319.3671265,34.28849792
375.5731201,5.737426758,292.1534424,-0.225494385
-319.2113037,2.032592773,-275.2695313,-7.49848938
314.0928955,-5.165405273,403.3582764,-0.762237549
-314.0714111,-1.845214844,-408.3168945,-7.512771606
-1182.395264,-1157.286377,-204.3964844,-33.37454224
-127.0575867,-0.973861694,-33.04898071,0
1133.048218,1051.592529,316.3451538,34.5730896
-1164.944092,-1148.368408,-196.9770813,-30.9130249
1144.30188,1051.592529,310.4111328,26.75646973
139.1641846,0.978759766,32.8137207,8.808120728
375.2851563,4.877197266,282.0933838,-8.779144287
-328.3707275,-4.767456055,-265.0615234,-8.535385132
312.7706299,-5.956054688,397.7058105,7.361495972
-317.2915039,0.039550781,-402.3717651,0.22618103
116.1394043,-0.978637695,-0.976257324,8.808120728
-114.8085938,-0.978759766,2.994995117,-8.808120728
115,-1.109008789,2,-0.217041016
-120,5.038330078,-3,-9.585922241
367.645874,0.98034668,281.4989014,0
-321.7823486,0,-269.4688721,0
319.4893799,-8.942993164,389.3554077,8.591629028
-317.9821777,-1.827270508,-393.71698,0.216491699
117.6834717,2.931152344,2.006958008,-8.793617249
-114.6176758,2.983642578,-0.996643066,0.212738037
-126.6674805,0.076171875,-33.68347168,9.951873779
140.0653076,20.38391113,36.5569458,0.970657349
-2.960449219,82.37097168,1.973571777,13.56697845
-1.973632813,167.0628662,-0.986755371,18.63996887
114.6947021,-1.258056641,1.960571289,-9.896591187
-117.635498,2.227294922,2.940856934,0.237625122
-120.3776855,-0.965820313,-30.33911133,8.693069458
-0.977050781,-231.3139648,2.931213379,3.631851196
-0.608398438,132.8582764,-3.909484863,6.739181519
0,-105.8897705,0,-5.995010376
-0.978759766,-87.60949707,-2.936035156,-4.813705444
0,103.9760742,-2.936035156,5.776443481
114.135376,-3.863647461,-1.957763672,0
-109.4317627,-0.837036133,-1.954162598,0.227554321
133.418457,-0.093505859,30.1895752,9.509811401
109.0627441,0.973876953,-2.867492676,-9.738571167
-109.0720215,-0.972167969,0.973815918,9.722579956
2.737548828,-77.39855957,1.022949219,-4.837402344
-3.721069336,89.00830078,1.92767334,4.837417603
-125.7478027,0,-30.10046387,0
137.9388428,-0.989868164,30.79541016,-0.218490601
-125.0551758,0,-28.03436279,0
582.7626953,-0.036865234,529.0617676,-0.292617798
-559.5172119,0.075073242,-524.3297119,0.584518433
113.8134766,-0.952636719,134.8439331,-0.203918457
-1.662597656,164.7821045,1.715576172,0
-2.926391602,-126.6672363,1.950927734,-16.3132019
-127.2220459,-1.171630859,-144.062439,-9.859130859
109.9293213,-1.922363281,128.9830933,8.650512695
-125.7128906,3.079833984,-146.6881714,-9.365982056
-0.968994141,-163.8239746,-2.907226563,-9.580352783
966.7663574,-0.724121094,116.6253052,-8.08833313
-3.889160156,166.7753906,2.916809082,8.982116699
-0.972167969,-165.885376,0,-0.953361511
2789.963623,2432.336914,520.4592285,114.1932068
-2435.708008,-2379.921631,13.54333496,-141.2024078
2497.187988,2435.294434,-20.50512695,130.6982727
-2428.704834,-2381.648926,17.51428223,-146.0440063
2632.556152,2446.549316,12.27282715,141.7787323
-2430.571045,-2386.585938,7.373535156,-139.3425293
2488.967529,2437.950684,-28.12597656,114.5408936
-2439.537354,-2385.640137,19.37854004,-120.0380859
2484.073242,2444.548096,-20.68920898,116.7295227
-2443.602295,-2382.832031,22.53210449,-109.0527039
2520.569336,2457.09668,-16.58178711,129.265625
-2426.854492,-2381.862061,18.56298828,-114.4306641
2496.36792,2443.339355,-21.49536133,128.8419495
-2420.730957,-2379.588379,4.651611328,-108.6741943
-813.8399658,1.679199219,21.03613281,0.260955811
2499.891846,2470.436035,-16.15759277,112.2142029
-2428.387207,-2391.424561,15.07849121,-119.936554
2480.794678,2437.782471,-19.05664063,116.032135
-2426.479492,-2389.751465,12.19458008,-108.1009521
2503.972168,2463.998047,-21.15686035,123.5300293
-2419.126953,-2393.392578,9.34777832,-115.0600586
2499.437012,2463.795898,-18.05505371,123.7938232
-2421.145752,-2388.746582,4.439819336,-126.1778564
2500.231445,2457.210205,-16.03918457,121.8808594
-2424.535156,-2392.467773,7.29309082,-119.944397
2480.117188,2439.601074,-20.14355469,109.6685181
-2431.453369,-2385.812988,15.5456543,-113.475769
-133.2766113,-0.190307617,-139.0072021,5.99357605
2491.679199,2458.001953,-13.72827148,117.9530334
-2424.403809,-2389.791016,6.252441406,-113.6684875
118.0213623,-0.771850586,125.6196289,-0.264709473
2482.027344,2445.335938,-9.227661133,115.943222
-2425.531982,-2392.443848,9.278076172,-108.3647461
2479.958008,2447.467529,-15.38098145,110.811615
-2428.432129,-2391.456299,17.12854004,-113.2412109
2345.201416,2447.35376,-152.96521,110.7390137
-2419.250244,-2391.456299,12.71643066,-108.3647461
2489.61377,2451.116211,-15.17956543,110.6297607
